basic_type,basic_title_url,basic_cover_url,basic_title,basic_creator,special_organization1,basic_cycle,basic_date_time,basic_description,basic_keyword
学术报告,http://www.wsbgt.com/Play?catalogId=86&courseId=35705,https://img.cdn.bjadks.com/images/CQSASTG0726161811016.jpg,中国传统舆图怎样表现城市空间,李孝聪,华夏文明,3,2017/11/30,在中国城市空间中，标志性的建筑形制是众多的墙，将各种各样的功能性建筑群围合起来。中国传统舆图在绘制技法与表现形式上，有平立面结合的形象画法、山水画卷式画法和鸟瞰式画法等三种画法和风格，同现代实测投影绘制的经纬网式地图有较大的差别。地图不仅能够带给读者许多视觉的享受和历史的遐思，而且也为中国城市历史文化风貌的保护提供了有益的形象化资讯。,中国传统舆图怎样表现城市空间（上）;中国传统舆图怎样表现城市空间（中）;中国传统舆图怎样表现城市空间（下）
学术报告,http://www.wsbgt.com/Play?catalogId=86&courseId=35581,https://img.cdn.bjadks.com/images/CQSASTG0802103407131.jpg,旧京春令食俗捃谈,李宝臣,华夏文明,3,2017/11/30,北京立春后天仍然很冷，地里没有物产，过去除了皇帝，老百姓们无论穷富，都以储存菜和腌菜为主。食品基本很少有青菜，时令的、比较新鲜的菜也莫过于是青韭、菠菜还有黄瓜。本期讲座为您介绍老北京的春令食物，带您尊享一场食俗盛宴。,旧京春令食俗捃谈（上）;旧京春令食俗捃谈（中）;旧京春令食俗捃谈（下）
学术报告,http://www.wsbgt.com/Play?catalogId=66&courseId=35724,https://img.cdn.bjadks.com/images/CQSASTG0726161448058.jpg,换个角度看晚清,马勇,历史长廊,4,2017/11/30,本期讲座讲述了甲午战争、戊戌维新、义和团运动、新政改革、推翻帝制、走向共和，是晚清二十年历史发展的基本轨迹，随之终结了一个衰败的王朝，开启了新的历史篇章，让清史专家带着我们，一起观看历史的潮起潮落，领略时代的风云际会，体察身处变局的各色人物的心路历程。,换个角度看晚清（一）;换个角度看晚清（二）;换个角度看晚清（三）;换个角度看晚清（四）
学术报告,http://www.wsbgt.com/Play?catalogId=66&courseId=35722,https://img.cdn.bjadks.com/images/CQSASTG0726161448066.jpg,制度变革滞后与清王朝的覆亡,雷颐,历史长廊,4,2017/11/30,本次讲座主要演讲以下五方面：一、睁眼看世界：中国传统观念是“世界之中”，认为中国就是“天下”。鸦片战争爆发，中国面临着新的文明的挑战；二、洋务的深化：洋务派和顽固派之间的争论，洋务从“求强”到“求富”的深化，派留学生的艰难。三、惨败与变法：甲午海战失败的原因和维新变法过程、意义；四、义和团的悲剧：义和团兴起的背景，慈禧集团是如何利用义和团的；五、最后的挽歌：主要分析清政府的新政失败的原因。,制度变革滞后与清王朝的覆亡（一）;制度变革滞后与清王朝的覆亡（二）;制度变革滞后与清王朝的覆亡（三）;制度变革滞后与清王朝的覆亡（四）
学术报告,http://www.wsbgt.com/Play?catalogId=66&courseId=35714,https://img.cdn.bjadks.com/images/CQSASTG0726161448097.jpg,阅读南宋：对一个时代的理解,包伟民,历史长廊,3,2017/11/30,南宋是中国历史上的一个“偏安”王朝，以军政功业论，南宋历史无甚足观。但论及传统文化创造，其对后世影响深远。本次讲座所阐述的“南宋”指1127—1279年间这152年的社会历史，而非偏安于江左的赵宋王朝。本次讲座分析了影响南宋文化性格的经济发展、科举制度、文化主导区转移等关键因素。,阅读南宋：对一个时代的理解（上）;阅读南宋：对一个时代的理解（中）;阅读南宋：对一个时代的理解（下）
学术报告,http://www.wsbgt.com/Play?catalogId=66&courseId=35709,https://img.cdn.bjadks.com/images/CQSASTG0726161811001.jpg,辛亥革命百年的纪念与反思,王开玺,历史长廊,3,2017/11/30,讲座首先简单介绍了辛亥革命以后，主流媒体或意识形态对辛亥革命的两种评价，从而以此为切入点，讨论了三个问题：一、社会的常态与非常态形式——革命与改革的关系；二、革命成功后的政权观；三、对革命领袖孙中山种种局限的认识与反思。,辛亥革命百年的纪念与反思（上）;辛亥革命百年的纪念与反思（中）;辛亥革命百年的纪念与反思（下）
学术报告,http://www.wsbgt.com/Play?catalogId=66&courseId=35707,https://img.cdn.bjadks.com/images/CQSASTG0726161811008.jpg,忽必烈 朱元璋 朱棣与元明社会变迁,李治安,历史长廊,4,2017/11/30,讲座主要分为四个部分：一、忽必烈、朱元璋、朱棣的主要业绩与唐宋后变革后的历史趋势；二、忽必烈统一南北后的北制本位与南、北制因素的初次博弈整合；三、朱元璋、朱棣翦灭蒙元后承袭北制颇多与南、北制因素的两次整合；四、三位帝王是中国古代后期三个重要的皇帝，他们的政治功业丰伟，但是他们在元明的社会变迁大势中间的角色也不尽相同，不同程度受到北制本位的局限。,忽必烈 朱元璋 朱棣与元明社会变迁（一）;忽必烈 朱元璋 朱棣与元明社会变迁（二）;忽必烈 朱元璋 朱棣与元明社会变迁（三）;忽必烈 朱元璋 朱棣与元明社会变迁（四）
学术报告,http://www.wsbgt.com/Play?catalogId=86&courseId=35582,https://img.cdn.bjadks.com/images/CQSASTG0802103407128.jpg,“礼义之邦”还是“礼仪之邦”,王能宪,华夏文明,3,2017/11/30,“礼”和“义”都是儒家思想的重要概念，在中华民族的传统思想里面，特别是儒家思想里面，地位非常之高。“礼仪之邦”与“礼义之邦”虽然是一字之差，但二者格局之大小相差万里，境界之高下何止天渊，如果长此以往，不仅谬误流传，还将影响到对中华民族及其传统文化的认识与评价。,“礼义之邦”还是“礼仪之邦”（上）;“礼义之邦”还是“礼仪之邦”（中）;“礼义之邦”还是“礼仪之邦”（下）
学术报告,http://www.wsbgt.com/Play?catalogId=86&courseId=35562,https://img.cdn.bjadks.com/images/CQSASTG0802103532022.jpg,晋商文化及其传承影响,张正明,华夏文明,3,2017/11/30,本次讲座主要内容：一、历史上的晋商及明清晋商研究意义；二、明清晋商的不平凡之处；三、晋商的兴起与发展；四、为何未能向近代资产阶级蜕变；五、晋商与徽商、世界商人比较；六、对近世中国社会发展的影响；七、晋商的衰败；八、明清晋商文化传承与影响。,晋商文化及其传承影响（上）;晋商文化及其传承影响（中）;晋商文化及其传承影响（下）
学术报告,http://www.wsbgt.com/Play?catalogId=86&courseId=35765,https://img.cdn.bjadks.com/images/CQSASTG0726161343001.jpg,北大传统与大学文化,温儒敏,华夏文明,3,2017/11/30,本次讲座回顾了北大＂思想自由，兼容并包＂的传统，联系当前实际，提出现今许多大学存在市场化、平面化、官场化、多动症等＂通病＂。主讲人认为大学应当有大学文化，大学应当是思想库，是人类各种智慧集中的地方，大学应当以培育人为第一要义，大学应当重视基础性的研究。大学可以有不同层次，各个学科功能不同，彼此很难说有高下之分，但只要是大学，培养人才，就不能只是当着职业培训所来办。,北大传统与大学文化（上）;北大传统与大学文化（中）;北大传统与大学文化（下）
学术报告,http://www.wsbgt.com/Play?catalogId=53&courseId=35094,https://img.cdn.bjadks.com/images/CQSJKLG0821105547077.jpg,生态文明建设与可持续发展,钱易,农林科技,16,2017/9/13,近年来，我国在加快经济建设和推进城镇化建设的进程中，牢固树立绿色发展理念，始终把生态文明建设摆在首要位置，正确对待和处理经济发展与生态环境保护之间的关系。在具体实践过程中，尊重自然、顺应自然、保护自然，不断转变经济发展方式，下大力气保护和整治生态环境，逐渐走出了一条经济发展和生态文明建设相辅相成、相得益彰的新发展道路。,可持续发展战略的由来和意义（一）;可持续发展战略的由来和意义（二）;可持续发展战略的由来和意义（三）;可持续发展战略的由来和意义（四）;生态文明的诞生与实质（一）;生态文明的诞生与实质（二）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=51&courseId=35098,https://img.cdn.bjadks.com/images/CQSJKLG0821105547093.jpg,正确认识食品安全问题,陈君石,民生科普,8,2017/9/13,民以食为先，食以安为先。食品安全一旦出现问题，轻者会引发人体的各种疾病，重者甚至会导致生命安全。追根求源，食品安全出现问题的原因众多。那么，影响食品安全的因素中，究竟有哪些是我们不能忽视的呢？我们又该如何预防食品安全事故的发生呢？本期节目，陈君石院士为我们解读我国食品安全现状和常见误区，欢迎收看。,食品安全知多少（上）;食品安全知多少（下）;正确认识食品添加剂（上）;正确认识食品添加剂（下）;食品安全事件的预防和应对（上）;食品安全事件的预防和应对（下）;食品安全中的风险交流（上）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=53&courseId=35766,https://img.cdn.bjadks.com/images/CQSZFGG1121102813001.jpg,2017全国肥料添加剂产业发展大会,金涌,农林科技,24,2017/11/23,传统肥料市场持续低迷，新型肥料需求量不断增加，生物肥、有机肥、液体肥、土壤调理剂等新型肥料前景广阔已是企业重点发展方向，而肥料添加剂直接影响着肥料的使用性能和新型肥料的发展。为实现产业链的共赢发展，促进我国肥料产业发展，引导肥料行业供给侧改革，推进肥企上下游产业链环节相关企业之间交流合作，推动行业的绿色、创新、发展，中国化工信息中心于2017年10月20日-21日在合肥召开“2017全国肥料添加剂产业发展大会”！来自农业领域的专家在现场为参会的企业分析行业现状、阐述产业前景、解析经营困境，可谓是肥料行业的饕餮盛宴。,第六产业——迈向生态农业4.0（上）;第六产业——迈向生态农业4.0（中）;第六产业——迈向生态农业4.0（下）;土肥水技术进展与行业机遇（上）;土肥水技术进展与行业机遇（下）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=29&courseId=2754,https://img.cdn.bjadks.com/images/CPSAHIG0722134205057.jpg,总体国家安全观下的中国国土安全,孙现朴,应急管理,5,2016/7/28,国土是一个国家所构成的基本要素之一，国土安全是国家实现发展的根本条件，关乎一个国家的生存权和发展权。国安才能国治，治国必先治安。保证国家安全，是完善和发展中国特色社会主义制度，推进国家治理体系和治理能力现代化的有机组成部分。本节课，研究员孙现朴将对总体国家安全观下的中国国土安全基本内涵展开论述，欢迎收看。,国土安全基本内涵;中国维护国土安全取得的成就;中国维护国土安全面临的主要问题;中国维护国土安全面临的机遇和挑战;维护我国国土安全的基本思路
学术报告,http://www.wsbgt.com/Play?catalogId=58&courseId=34463,https://img.cdn.bjadks.com/images/CQFISTG0228171644008.jpg,跑步改变人生,胡安军,体育运动,4,2017/3/16,久坐办公室，你有没为自己圆肩、驼背、背部前倾等越来越严重的症状困扰，长期伏案的你一定被颈椎酸痛，肩部麻木，腰酸背痛所困扰。本期讲座胡安军跑者告诉你，跑步起来吧，运动起来，亚健康的状态将越来越改善。“跑步改变了我的一生!”，这是许多跑者口中最常听到的一句话，我想这也是多数跑者在以双脚奔驰跨越千万里之后，发自内心的一句肺腑之言，包括讲师自己在内，都已亲身经历并切身感受到跑步所带来的无穷魅力与魔力。,跑步改变人生跑步改变人生（一）;跑步改变人生跑步改变人生（二）;跑步改变人生跑步改变人生（三）;跑步改变人生跑步改变人生（四）
学术报告,http://www.wsbgt.com/Play?catalogId=53&courseId=35249,https://img.cdn.bjadks.com/images/CQSJKLG1019144736001.jpg,试验设计与生物统计,张洪亮,农林科技,19,2017/11/3,试验设计与生物统计是运用数理统计学的理论与方法研究作物、蔬菜以及果树等领域的科学规律的方法论科学，是传授该领域科技工作中所需的田间试验设计、实施和试验资料统计分析方法的一门应用基础课程。在生物学领域的科学研究以及实际工作中，越来越需要对试验进行科学设计，对庞大的数据资料进行分析处理。,专题一 田间试验的设计及数据整理（一）;专题一 田间试验的设计及数据整理（二）;专题一 田间试验的设计及数据整理（三）;专题一 田间试验的设计及数据整理（四）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=50&courseId=34796,https://img.cdn.bjadks.com/images/CQSASTG0726161811096.jpg,文理交融 多元并举,秦伯益,现代科技,4,2017/9/13,社会需要文科，也需要理科，更需要文和理的交叉、融合。文和理不同形式的多元交融应该同时发展。本次讲座从社会、学科和个人三个层面讨论了文理交融、多元并举问题，主要介绍以下几方面的内容：一、社会层面的交融与并举；二、学科层面的交融与并举；三、个人层面的交融与并举。,文理交融 多元并举（一）;文理交融 多元并举（二）;文理交融 多元并举（三）;文理交融 多元并举（四）
学术报告,http://www.wsbgt.com/Play?catalogId=50&courseId=34797,https://img.cdn.bjadks.com/images/CQSASTG0726161811100.jpg,当代科技发展的态势和前瞻,王渝生,现代科技,4,2017/9/13,一、新中国成立以来我国科技发展的三个里程碑：（1）1956年制定十二年科技发展规划；（2）1978年召开全国科学大会；（3）2006年制定国家中长期科技发展规划。二、新中国成立以来所取得的标志性重大科技成就。三、国家最高科学技术奖历届获奖情况。四、历届诺贝尔科学奖华裔获得者。五、国家中长期科学和技术发展规划纲要（2006-2020年）。,当代科技发展的态势和前瞻（一）;当代科技发展的态势和前瞻（二）;当代科技发展的态势和前瞻（三）;当代科技发展的态势和前瞻（四）
学术报告,http://www.wsbgt.com/Play?catalogId=58&courseId=34448,https://img.cdn.bjadks.com/images/CQFISTG0227164017027.jpg,马拉松运动中的急救常识,潘昊,体育运动,1,2017/3/16,马拉松运动是一项挑战人体生命极限的运动，运动意外情况难以完全避免，掌握科学的方法，可以将比赛危险降低到最小程度，这些方法主要包括:规律的赛前训练计划、消除赛前的紧张情绪、充分的赛前准备活动、比赛中的速度分配、“极点”现象的克服、比赛中意外情况的预防和处理、比赛后的恢复等。,立即播放
学术报告,http://www.wsbgt.com/Play?catalogId=35&courseId=34728,https://img.cdn.bjadks.com/images/CQFHWXG0613153222012.jpg,揭晓公众演说的心法和秘诀,包伟业,技能培训,2,2017/9/13,乔布斯靠演说成就了苹果奇迹，马云靠演说成就了阿里帝国。公众演说是所有成功者都具有的能力，如果你不懂得公众演说，你就很难成为成功者。本课程为你呈现公众演说的魅力，揭晓公众演说的4大心法和6大秘诀，扫除你的演讲障碍，让你的每次演说都能做到收放自如、激情澎湃！,揭晓公众演说的心法和秘诀（上）;揭晓公众演说的心法和秘诀（下）
学术报告,http://www.wsbgt.com/Play?catalogId=82&courseId=34740,https://img.cdn.bjadks.com/images/CQFHWXG0613153222065.jpg,助你成功创业的十大战术,余建军,营销管理,3,2017/9/13,没有资金，没有投入，更没有人脉关系，难以寻找有利的机会。如何才能在各种困难中，发展自己的事业？本课程资深管理培训师余建军老师从创业的准备开始，到启动点火，再到续航，全方位全流程地展示实用的创业理念、工具和方法，助您理清创业障碍，让事业扬帆起航。,助你成功创业的十大战术（上）;助你成功创业的十大战术（中）;助你成功创业的十大战术（下）
学术报告,http://www.wsbgt.com/Play?catalogId=83&courseId=34742,https://img.cdn.bjadks.com/images/CQFHWXG0613153222069.jpg,KA渠道管理八步曲,康亚斌,资源整合,1,2017/9/13,渠道管理的问题层出不穷，成为很多厂家一直存在的难题。都说渠道决定市场，渠道管理是否有效，将对企业的发展速度和市场份额起到至关重要的作用。如何构建强大的渠道管控能力？本课程将剖析渠道管理7大问题，支招解决渠道管理问题的8种方法，悉心传授如何制订渠道政策，以达到刺激渠道销售量最大化，促进厂商共赢。,立即播放
学术报告,http://www.wsbgt.com/Play?catalogId=82&courseId=35861,https://img.cdn.bjadks.com/images/CRFHWXG0131151025063.jpg,品牌事件营销与危机公关处理,杨永春,营销管理,4,2018/2/2,运用事件营销来提升企业品牌形象，已经成为企业营销的常态。然而很多企业在执行过程中，经常会陷入各种误区与危机，效果大打折扣。怎样做好事件营销危机公关预案与处理？本课程分享了品牌事件营销与危机公关处理策略，从事件营销的核心、特性、精髓、误区进行详细剖析，帮助企业实现品牌事件营销全过程管理，让事件营销为企业品牌带来正面且最大化的传播效果。,事件营销的精髓与注意事项（上）;事件营销的精髓与注意事项（下）;事件营销误区与公共危机处理（上）;事件营销误区与公共危机处理（下）
学术报告,http://www.wsbgt.com/Play?catalogId=83&courseId=34744,https://img.cdn.bjadks.com/images/CQFHWXG0613153222071.jpg,经销商选择的3C标准,康亚斌,资源整合,1,2017/9/13,选择大于努力，同样的产品放在不同的经销商手里，产品的市场占有率差别很大。选择经销商存在的三大问题，你是否已中招？本课程深层次剖析经销商的选择标准，帮助你在挑选经销商的源头上做出精准选择！,立即播放
学术报告,http://www.wsbgt.com/Play?catalogId=83&courseId=34743,https://img.cdn.bjadks.com/images/CQFHWXG0613153222070.jpg,如何高效管理客户指标,康亚斌,资源整合,1,2017/9/13,作为一名销售人员，您是否面临销售指标结构失衡、重结果轻过程、逻辑关系不明的一系列难题？本课程，手把手教您如何确定精准的销售指标，把销售运行状况简化为反映全貌的销售指标，随时对销售进行诊断，是各级销售经理或销售人员实战指导教材。,立即播放
学术报告,http://www.wsbgt.com/Play?catalogId=83&courseId=34746,https://img.cdn.bjadks.com/images/CQFHWXG0613153222073.jpg,概念营销,康亚斌,资源整合,1,2017/9/13,很多销售人员经常遇到这样的问题：“走出去、说出来”，但就是“收不回来”。如何通过概念营销营造出一种买卖者互利需求的氛围，从而谋求“卖方市场 ”最有利的销售条件？答案将在本课程中揭晓。,立即播放
学术报告,http://www.wsbgt.com/Play?catalogId=35&courseId=34753,https://img.cdn.bjadks.com/images/CQFHWXG0613153222093.jpg,金字塔原理 结构化思维的应用,武涛,技能培训,4,2017/9/13,我们想告诉对方的事情，对方却无法理解，这是商务场合我们遇到的最大困惑，究其原因，逻辑混乱，结构不清是罪魁祸首。本课程分享了金字塔原理背后的结构化思维应用，帮助你掌握金字塔原理的核心结构和构建方法，通过对问题解决、商务写作、沟通汇报经典场景应用分析，助你提升逻辑思维，高效应对各种职场难题。,什么是金字塔原理;金字塔原理的结构;如何构建金字塔原理;商务写作应用
学术报告,http://www.wsbgt.com/Play?catalogId=69&courseId=34253,https://img.cdn.bjadks.com/images/CPSCSTG1123141708001.jpg,心理资本与压力应对,张西超,沟通与交流,4,2017/1/4,人与人有很多资本，拥有心理资本对我们的生活工作都是有很大帮助的。我们的力量很多是来自于内心的坚强的心理结构或心理力量。一个关于二战时期美国俘虏的例子就是一个心理资本很典型的例子，战俘在待遇相当不错的情况下，无人逃跑，自杀率竟高达30%，被移交后的也都成为废人，这是因为敌人用了极端的心理战，阻止战俘从相互交往中获得情感支持。日本人培养汉奸，也是为了削弱中国人的自我悦纳性，企图从心理上打败我们。,心理资本与压力应对举例说明消极心理对人的危害;心理资本与压力应对心理资本的概念解读;心理资本与压力应对过度压力的危害与压力管理目标;心理资本与压力应对压力下个体反应与积极心态途径
学术报告,http://www.wsbgt.com/Play?catalogId=32&courseId=34504,https://img.cdn.bjadks.com/images/CQFISTG0301165400025.jpg,律师修养礼仪和执业纪律,陈有西,法律讲堂,3,2017/9/13,本期节目，陈有西主任结合京衡发展历史指出律师注重自己的修养和礼仪的重要性，并介绍了不同场合下，律师在修养和礼仪应该注意的方面。在执业纪律方面，陈有西主任从律所的发展模式角度，分析了优秀律所管理的特征，京衡在引进和培养律师方面坚持的原则和做法以及律师如何处理与律所、同事和客户等的关系方面应该注意的事项。,律师修养礼仪和执业纪律律师修养礼仪和执业纪律（上）;律师修养礼仪和执业纪律律师修养礼仪和执业纪律（中）;律师修养礼仪和执业纪律律师修养礼仪和执业纪律（下）
学术报告,http://www.wsbgt.com/Play?catalogId=31&courseId=1615,https://img.cdn.bjadks.com/images/201332214330400.JPG,《国家赔偿法》解读,杨伟东,法规解读,6,2013/3/18,2010年国家对《国家赔偿法》做了专门的修订，新的法律在完善赔偿程序、畅通赔偿渠道、保证赔偿支付等方面有所改进，修改后的法律较有利于保障公民的合法权益。《国家赔偿法》确立了国家侵犯公民权益要依法承担赔偿责任的法律制度，是我国推进人权保障事业的一个重要里程碑。这个法究竟精神是什么，主要内容是什么呢？这就是今天我们要讨论的话题。国家行政学院法学部教授杨伟东为我们作了详细的解读。,《国家赔偿法》解读（一）;《国家赔偿法》解读（二）;《国家赔偿法》解读（三）;《国家赔偿法》解读（四）;《国家赔偿法》解读（五）;《国家赔偿法》解读（六）
学术报告,http://www.wsbgt.com/Play?catalogId=58&courseId=34447,https://img.cdn.bjadks.com/images/CQFISTG0227164017022.jpg,马拉松训练与比赛,刘学军,体育运动,5,2017/3/16,“提前一个月是检验自己能力的好时候”，4次波士顿和纽约马拉松冠军Bill Rodgers说：“这么好好跑一次，可以振奋精神，在前后的准备和恢复期中，你还会得到短短几天的休息时间。”跑这次半马，应该比你的马拉松目标速度稍快。如果找不到时间合适的赛事，不妨召集亲朋好友陪你长跑一次，在最后几公里，你要跑的比马拉松速度更快些。,马拉松训练与比赛马拉松训练与比赛（一）;马拉松训练与比赛马拉松训练与比赛（二）;马拉松训练与比赛马拉松训练与比赛（三）;马拉松训练与比赛马拉松训练与比赛（四）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=58&courseId=34444,https://img.cdn.bjadks.com/images/CQFISTG0228171644012.jpg,跑步是和身体的一场恋爱,吴栋,体育运动,4,2017/3/16,爱跑步法是吴栋首创,跑步是和身体的一场恋爱跑步是和身体的一场恋爱（一）;跑步是和身体的一场恋爱跑步是和身体的一场恋爱（二）;跑步是和身体的一场恋爱（三）;跑步是和身体的一场恋爱（四）
学术报告,http://www.wsbgt.com/Play?catalogId=31&courseId=34483,https://img.cdn.bjadks.com/images/CQFISTG0309095731007.jpg,劳动合同法新规要点,贾晓慧,法规解读,5,2017/3/16,2013年7月1日，《劳动合同法修正案》正式实施，劳务派遣制度作出重大调整，企业用工面临新的挑战。2013年8月7日，《劳务派遣若干规定》开始征求意见。新法对派遣在“临时性、辅助性、替代性”岗位使用、同工同酬、派遣公司资质等方面作出规定，企业如何在新法环境下合法有效使用劳务人员，如何按照新法规范现有派遣人员平稳过渡？,劳动合同法新规要点劳动合同法新规要点（一）;劳动合同法新规要点劳动合同法新规要点（二）;劳动合同法新规要点劳动合同法新规要点（三）;劳动合同法新规要点劳动合同法新规要点（四）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=58&courseId=34443,https://img.cdn.bjadks.com/images/CQFISTG0227164017020.jpg,简爱跑步法,吴栋,体育运动,1,2017/3/16,简爱跑步法是吴栋首创的跑步方法，其精髓可浓缩为五个字：“挺，倾，柔，衡，坚”。简爱跑步法更适合普通的亚洲人，特别适合跑步初学者。吴栋认为，跑步最重要的功能是使物质，身体和精神得到协调的发展，要快乐的跑，愉悦的跑。,立即播放
学术报告,http://www.wsbgt.com/Play?catalogId=59&courseId=35104,https://img.cdn.bjadks.com/images/CQSJKLG0822151045041.jpg,运动与健康,常翠青,舞蹈健身,16,2017/9/13,生命在于运动，坚持体育活动，不仅可以增进健康，而且可以预防疾病。现代社会的高速发展，运动越来越让一些人忽视，不知道怎么运动，大部分也只是三天打鱼两天晒网，很多一部分年轻人处在一种亚健康的状态。怎样运动才健康，怎样运动才合理呢？本系列节目，常翠青主任为您讲述运动与健康的相关知识及运动指南，欢迎收看！,运动的健康效益（上）;运动的健康效益（下）;运动基础知识（上）;运动基础知识（下）;促进健康的运动指南（上）;促进健康的运动指南（下）;老年人运动指南（上）;老年人运动指南（下）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=69&courseId=34285,https://img.cdn.bjadks.com/images/CPSCSTG1201111459055.jpg,青少年常见心理问题与对策,李玫瑾,沟通与交流,5,2017/1/9,未成年人正处在身心发展的重要时期，随着生理、心理的发育和发展，随着社会阅力的扩展和思维方式的变化，使得未成年人在学习、生活、人际交往、升学就业和自我意识等方面出现了诸多的心理困惑和问题。这些问题如不被重视，将会对未成年人的身心健康造成不利的影响。那么，我们应该如何看待和解决未成年的问题呢？接下来，李玫瑾教授为您解答。,青少年常见心理问题与对策如何看待未成年人的问题（上）;青少年常见心理问题与对策如何看待未成年人的问题（中）;青少年常见心理问题与对策如何看待未成年人的问题（下）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=45&courseId=34159,https://img.cdn.bjadks.com/images/CPSHWXG0809173139036.jpg,作好规划，成就职业人生,林坤展,职业规划,3,2017/3/1,据统计，有80%的人都不能在工作中得到快乐，每天忙忙碌碌，却找不到生活的意义。你想过自己追求的生活是什么样吗？你对自己的职业生涯有过规划吗？本课程林坤展老师为您分享了职业生涯规划的实务，帮助你进行自我定位，规划未来，创造出属于自己的美好职业人生。,作好规划，成就职业人生如何理解职业生涯规划;作好规划，成就职业人生自我认识的工具与方法;作好规划，成就职业人生自我规划的具体实施方法
学术报告,http://www.wsbgt.com/Play?catalogId=74&courseId=35854,https://img.cdn.bjadks.com/images/CRFHWXG0131151025110.jpg,如何树立阳光心态进行自我激励,夏东豪,心理与职业发展,6,2018/2/2,职场中保持阳光心态，能够帮助我们在遇到困难和挫折时用正面的态度去应对，使问题得到积极的解决。本课程邀请心理咨询师夏东豪老师，分享如何正确认识阳光心态，让学员掌握树立和保持阳光心态的方法，在职场遇到挫折时能够积极坦然面对，正向激励自我，为企业打造一支正面、积极主动、拥有阳光心态的员工队伍，提升工作绩效。,什么是阳光心态（上）;什么是阳光心态（下）;如何树立阳光心态（上）;如何树立阳光心态（下）;保持阳光心态的方法（上）;保持阳光心态的方法（下）
学术报告,http://www.wsbgt.com/Play?catalogId=74&courseId=34507,https://img.cdn.bjadks.com/images/CQFISTG0301165505001.jpg,跨界论“道” 国学与幸福人生,周昌乐,心理与职业发展,6,2017/3/16,在每个人的一生中，都难免会遇到职位的变迁、岗位的转换以及各种各样不同的生活困境。在生活的压力下，人们往往表现出缺乏事业心、进取心和责任心，进而人生价值观出现偏差，爱心缺失、精神不振，贪图安逸，不求上进。因此，如何调整心态，积极面对挑战，赢得属于自己完美幸福的一生，是摆在人们生活中的一个难题。,跨界论“道” 国学与幸福人生国学核心思想体系（上）;跨界论“道” 国学与幸福人生国学核心思想体系（下）;跨界论“道” 国学与幸福人生明确宗旨，应对挑战;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=69&courseId=34252,https://img.cdn.bjadks.com/images/CPSCSTG1123141610054.jpg,调节情绪 开心减压,石林,沟通与交流,4,2017/1/4,随着社会竞争越来越大，人们生活和工作上的压力也是日趋加重，大家也逐渐认识到情绪与我们的生活状态、工作状态甚至身体状态息息相关，因此能够调节自己的情绪显得尤为重要。石林老师提出一种开心减压的方式，情绪有积极情绪，也有消极情绪，积极情绪的人可以坚持不懈的追求自己的目标、能够融入周围的环境。,调节情绪 开心减压积极情绪的作用与特点;调节情绪 开心减压消极情绪的特点和影响;调节情绪 开心减压情绪与思维的关系;调节情绪 开心减压调理情绪的方法
学术报告,http://www.wsbgt.com/Play?catalogId=44&courseId=34267,https://img.cdn.bjadks.com/images/CPSCSTG1130135607001.jpg,职场第一课 企业新员工培训,谭一平,职场生活,12,2017/1/9,俗话说：“练武不练功，等于一场空。”一个人要想练就一身独步天下的武功成为武林高手，更需要一些好功夫，而要想成为职场达人，也必须练就扎实的基本功。谭老师接下来将从六个方面为我们讲述职场基本功，希望能为初入职场的你指点迷津！,职场第一课 企业新员工培训做好进入职场的思想准备;职场第一课 企业新员工培训如何迎接我们新的生活方式;职场第一课 企业新员工培训人际沟通与职业形象（上）;更多>
学术报告,http://www.wsbgt.com/Play?catalogId=30&courseId=5927,https://img.cdn.bjadks.com/images/CPFAHIG0407131715005.jpg,精准扶贫,汪三贵,政策指导,3,2016/4/8,精准扶贫是粗放扶贫的对称，是指针对不同贫困区域环境、不同贫困农户状况，运用科学有效程序对扶贫对象实施精确识别、精确帮扶、精确管理的治贫方式。一般来说，精准扶贫主要是就贫困居民而言的，谁贫困就扶持谁。那么接下来，本视频中就将对有关精准扶贫的相关问题进行讲解。,精准扶贫（上）;精准扶贫（中）;精准扶贫（下）
学术报告,http://www.wsbgt.com/Play?catalogId=58&courseId=34782,https://img.cdn.bjadks.com/images/CQFBYZG0613153835011.jpg,传奇中国之中国功夫,赵洋,体育运动,2,2017/9/13,传说中的习武秘籍是否真实存在？武术成为多种艺术形式的表现基础，奥秘又是怎样的呢？小说家妙笔生花的杜撰到底有几分可信，古老的中国功夫究竟靠哪些方式传承至今？虚幻与真实之间，那些关于武林江湖的传说从未停息。本期节目，为您揭秘中国功夫的魅力，欢迎收看。,武林秘籍;功夫与艺术
