Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/dukedaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/dukedaxue.json
ShortName,dukedaxue
LongName,dukedaxue
