Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/quanguobankansuoyin（huiyilunwen）-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/quanguobankansuoyin（huiyilunwen）.json
ShortName,quanguobankansuoyin（huiyilunwen）
LongName,quanguobankansuoyin（huiyilunwen）
