Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/ERICjiaoyuziyuanxinxizhongxin-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/ERICjiaoyuziyuanxinxizhongxin.json
ShortName,ERICjiaoyuziyuanxinxizhongxin
LongName,ERICjiaoyuziyuanxinxizhongxin
