Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/shangbiaoshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/shangbiaoshujuku.csv
ShortName,shangbiaoshujuku
LongName,shangbiaoshujuku
