Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/xinaishanyixueyuan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/xinaishanyixueyuan.json
ShortName,xinaishanyixueyuan
LongName,xinaishanyixueyuan
