Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/minzuhun-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/minzuhun.json
ShortName,minzuhun
LongName,minzuhun
