Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/faguokexuechuanbochubanshe-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/faguokexuechuanbochubanshe.csv
ShortName,faguokexuechuanbochubanshe
LongName,faguokexuechuanbochubanshe
