Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/guojiazirankexuejijinjichuyanjiuzhishiku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/guojiazirankexuejijinjichuyanjiuzhishiku.csv
ShortName,guojiazirankexuejijinjichuyanjiuzhishiku
LongName,guojiazirankexuejijinjichuyanjiuzhishiku
