Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/misulidaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/misulidaxue.json
ShortName,misulidaxue
LongName,misulidaxue
