Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/pulinsidundaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/pulinsidundaxue.json
ShortName,pulinsidundaxue
LongName,pulinsidundaxue
