Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/dekesasidaxuexinanyixuezhongxin-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/dekesasidaxuexinanyixuezhongxin.json
ShortName,dekesasidaxuexinanyixuezhongxin
LongName,dekesasidaxuexinanyixuezhongxin
