Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/xianggangligongdaxuewenxianku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/xianggangligongdaxuewenxianku.csv
ShortName,xianggangligongdaxuewenxianku
LongName,xianggangligongdaxuewenxianku
