Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/qiaozhichengdaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/qiaozhichengdaxue.json
ShortName,qiaozhichengdaxue
LongName,qiaozhichengdaxue
