Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/huashengdundaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/huashengdundaxue.csv
ShortName,huashengdundaxue
LongName,huashengdundaxue
