Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/helankeweijituantushuku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/helankeweijituantushuku.json
ShortName,helankeweijituantushuku
LongName,helankeweijituantushuku
