Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/guojiwenbowangzhanICOM-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/guojiwenbowangzhanICOM.json
ShortName,guojiwenbowangzhanICOM
LongName,guojiwenbowangzhanICOM
