Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/guowaihanxuejiashujuku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/guowaihanxuejiashujuku.csv
ShortName,guowaihanxuejiashujuku
LongName,guowaihanxuejiashujuku
