Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/gongwuyuanzaixiankaoshitiku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/gongwuyuanzaixiankaoshitiku.json
ShortName,gongwuyuanzaixiankaoshitiku
LongName,gongwuyuanzaixiankaoshitiku
