Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/jiaoshiwang-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/jiaoshiwang.json
ShortName,jiaoshiwang
LongName,jiaoshiwang
