Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/kejianwangshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/kejianwangshujuku.json
ShortName,kejianwangshujuku
LongName,kejianwangshujuku
