Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/masazhusaidaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/masazhusaidaxue.json
ShortName,masazhusaidaxue
LongName,masazhusaidaxue
