Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhongguozhiwuzhi-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhongguozhiwuzhi.json
ShortName,zhongguozhiwuzhi
LongName,zhongguozhiwuzhi
