Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhuanjicidian-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhuanjicidian.csv
ShortName,zhuanjicidian
LongName,zhuanjicidian
