Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/niuyuedaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/niuyuedaxue.json
ShortName,niuyuedaxue
LongName,niuyuedaxue
