Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/sitanfudaxueshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/sitanfudaxueshujuku.csv
ShortName,sitanfudaxueshujuku
LongName,sitanfudaxueshujuku
