Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/gugongbowuyuan-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/gugongbowuyuan.json
ShortName,gugongbowuyuan
LongName,gugongbowuyuan
