Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/meihaoxueyuan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/meihaoxueyuan.json
ShortName,meihaoxueyuan
LongName,meihaoxueyuan
