Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/51CTOxueyuan-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/51CTOxueyuan.json
ShortName,51CTOxueyuan
LongName,51CTOxueyuan
