Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/masazhusaidaxueyixueyuan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/masazhusaidaxueyixueyuan.json
ShortName,masazhusaidaxueyixueyuan
LongName,masazhusaidaxueyixueyuan
