Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zuowenwang-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zuowenwang.json
ShortName,zuowenwang
LongName,zuowenwang
