Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/kexuesongshuhui-kexuezixun-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/kexuesongshuhui-kexuezixun.json
ShortName,kexuesongshuhui-kexuezixun
LongName,kexuesongshuhui-kexuezixun
