Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/mixiegenzhoulidaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/mixiegenzhoulidaxue.json
ShortName,mixiegenzhoulidaxue
LongName,mixiegenzhoulidaxue
