Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/meiguodaxuehuashengdunfaxueyuan-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/meiguodaxuehuashengdunfaxueyuan.json
ShortName,meiguodaxuehuashengdunfaxueyuan
LongName,meiguodaxuehuashengdunfaxueyuan
