Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/shanghaibowuguandiancang-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/shanghaibowuguandiancang.json
ShortName,shanghaibowuguandiancang
LongName,shanghaibowuguandiancang
