Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/zhongguotaiwanwang-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/zhongguotaiwanwang.json
ShortName,zhongguotaiwanwang
LongName,zhongguotaiwanwang
