Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/shiwanggeweishenme-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/shiwanggeweishenme.json
ShortName,shiwanggeweishenme
LongName,shiwanggeweishenme
