Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/xixialunzhuziyuanku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/xixialunzhuziyuanku.csv
ShortName,xixialunzhuziyuanku
LongName,xixialunzhuziyuanku
