Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/bokelidaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/bokelidaxue.json
ShortName,bokelidaxue
LongName,bokelidaxue
