Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/xibeidaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/xibeidaxue.json
ShortName,xibeidaxue
LongName,xibeidaxue
