Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhongguoguojiashuzitushuguanboshilunwen-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhongguoguojiashuzitushuguanboshilunwen.json
ShortName,zhongguoguojiashuzitushuguanboshilunwen
LongName,zhongguoguojiashuzitushuguanboshilunwen
