Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/kaneijimeilongdaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/kaneijimeilongdaxue.json
ShortName,kaneijimeilongdaxue
LongName,kaneijimeilongdaxue
