Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/yixiyanjiang-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/yixiyanjiang.json
ShortName,yixiyanjiang
LongName,yixiyanjiang
