Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/gushiwenwangguji-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/gushiwenwangguji.json
ShortName,gushiwenwangguji
LongName,gushiwenwangguji
