Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/nanjingbowuyuan-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/nanjingbowuyuan.csv
ShortName,nanjingbowuyuan
LongName,nanjingbowuyuan
