Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/renrenzixuewang-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/renrenzixuewang.json
ShortName,renrenzixuewang
LongName,renrenzixuewang
