Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/shizhechubansheshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/shizhechubansheshujuku.json
ShortName,shizhechubansheshujuku
LongName,shizhechubansheshujuku
