Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/guojiadiqiuxitongkexueshuju-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/guojiadiqiuxitongkexueshuju.json
ShortName,guojiadiqiuxitongkexueshuju
LongName,guojiadiqiuxitongkexueshuju
