Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhongguoguojiadili-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhongguoguojiadili.json
ShortName,zhongguoguojiadili
LongName,zhongguoguojiadili
