Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/jianqiaodaxuechubansheshujuku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/jianqiaodaxuechubansheshujuku.csv
ShortName,jianqiaodaxuechubansheshujuku
LongName,jianqiaodaxuechubansheshujuku
