Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhejiangshengbowuguan-guancangjingping-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhejiangshengbowuguan-guancangjingping.json
ShortName,zhejiangshengbowuguan-guancangjingping
LongName,zhejiangshengbowuguan-guancangjingping
