Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/huatuzaixiantiku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/huatuzaixiantiku.json
ShortName,huatuzaixiantiku
LongName,huatuzaixiantiku
