Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/X-MOLzixunpingtai-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/X-MOLzixunpingtai.json
ShortName,X-MOLzixunpingtai
LongName,X-MOLzixunpingtai
