Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/weisikangxingdaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/weisikangxingdaxue.csv
ShortName,weisikangxingdaxue
LongName,weisikangxingdaxue
