Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/yixueweishi-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/yixueweishi.json
ShortName,yixueweishi
LongName,yixueweishi
