Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhonghuajiapuguanshujuku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhonghuajiapuguanshujuku.json
ShortName,zhonghuajiapuguanshujuku
LongName,zhonghuajiapuguanshujuku
