Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhonghuajingdiangujiku-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhonghuajingdiangujiku.csv
ShortName,zhonghuajingdiangujiku
LongName,zhonghuajingdiangujiku
