Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/zhonghuadianzifodian-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/zhonghuadianzifodian.csv
ShortName,zhonghuadianzifodian
LongName,zhonghuadianzifodian
