Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/luogesidaxuexinbulangsiweikefenxiao-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/luogesidaxuexinbulangsiweikefenxiao.json
ShortName,luogesidaxuexinbulangsiweikefenxiao
LongName,luogesidaxuexinbulangsiweikefenxiao
