Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/nanjingdizhigushengwuyanjiusuoxuezheku-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/nanjingdizhigushengwuyanjiusuoxuezheku.csv
ShortName,nanjingdizhigushengwuyanjiusuoxuezheku
LongName,nanjingdizhigushengwuyanjiusuoxuezheku
