Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/dingxiangyuan-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/dingxiangyuan.json
ShortName,dingxiangyuan
LongName,dingxiangyuan
