Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/meiguoxiaojishehuikexueshujugongxianglianmeng-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/meiguoxiaojishehuikexueshujugongxianglianmeng.json
ShortName,meiguoxiaojishehuikexueshujugongxianglianmeng
LongName,meiguoxiaojishehuikexueshujugongxianglianmeng
