Field,Value
MetaURL,http://120.92.71.142:5001/static/csvfile/aihehuazhoulidaxue-meta.csv
DataURL,http://120.92.71.142:5001/static/datafile/aihehuazhoulidaxue.json
ShortName,aihehuazhoulidaxue
LongName,aihehuazhoulidaxue
