Field,Value
MetaURL,http://120.92.71.142/gsdopensource/static/csvfile/ehaiezhoulidaxue-meta.csv
DataURL,http://120.92.71.142/gsdopensource/static/datafile/ehaiezhoulidaxue.csv
ShortName,ehaiezhoulidaxue
LongName,ehaiezhoulidaxue
